Note,LGBTQ,ADULT_CONTENT,HEALTH,DRUGS_ALCOHOL_GAMBLING,RACE,VIOLENCE_CRIME,POLITICS,RELATION,LOCATION,NONE
For my daughter,0,0,0,0,0,0,0,1,0,0
Moron daughter,0,0,0,0,0,0,0,1,0,0
"Happy Birthday to my awesome, beautiful daughter!! I love you",0,0,0,0,0,0,0,1,0,0
Butcher’s daughter,0,0,0,0,0,0,0,1,0,0
Ur daughter is hot,0,0,0,0,0,0,0,1,0,0
Leave early and get yourself a tea. Feel better daughter ♥️,0,0,0,0,0,0,0,1,0,0
Being one of the best daughters a dad could ask for.,0,0,0,0,0,0,0,1,0,0
Bc ur the best daughter everrrrr💜,0,0,0,0,0,0,0,1,0,0
For being my favorite daughter,0,0,0,0,0,0,0,1,0,0
July-October phone. Sorry I am a horrible daughter for being so forgetful.,0,0,0,0,0,0,0,1,0,0
My daughters fundraiser ❤️,0,0,0,0,0,0,0,1,0,0
CCG BBQ for my visiting daughter & son-in-law,0,0,0,0,0,0,0,1,0,0
Griselda’s daughter for Mary Kay !,0,0,0,0,0,0,0,1,0,0
Best daughter ever,0,0,0,0,0,0,0,1,0,0
"To marry my daughter, Gertrude to your eldest born to strengthen the bond between our great houses.",0,0,0,0,0,0,0,1,0,0
for being a good daughter,0,0,0,0,0,0,0,1,0,0
For your daughters,0,0,0,0,0,0,0,1,0,0
For being my favorite daughter,0,0,0,0,0,0,0,1,0,0
For your daughter❤,0,0,0,0,0,0,0,1,0,0
Being a great daughter! 🤑,0,0,0,0,0,0,0,1,0,0
For being an amazing daughter,0,0,0,0,0,0,0,1,0,0
Because you are my favorite daughter! 👩🏽❤️👧🏽🇯🇵,0,0,0,0,0,0,0,1,0,0
My sweet daughter is a servant #proudmom,0,0,0,0,0,0,0,1,0,0
being the best daughter out there :),0,0,0,0,0,0,0,1,0,0
Your my favorite daughter,0,0,0,0,0,0,0,1,0,0
Why is Johnny depps daughter prettier than me,0,0,0,0,0,0,0,1,0,0
So your daughter doesn’t have to run....,0,0,0,0,0,0,0,1,0,0
Being the best daughter ever,0,0,0,0,0,0,0,1,0,0
Please pay it forward to your beautiful daughter.🙏 I'm watching you😳,0,0,0,0,0,0,0,1,0,0
Being my daughter,0,0,0,0,0,0,0,1,0,0
Being the best daughter ever 🏆❤️,0,0,0,0,0,0,0,1,0,0
Advertising in daughters play program,0,0,0,0,0,0,0,1,0,0
Because your my favorite daughter,0,0,0,0,0,0,0,1,0,0
1st place award for being the best daughter on earth! Congratulations!!,0,0,0,0,0,0,0,1,0,0
Keeping my daughter alive 👶🏻,0,0,0,0,0,0,0,1,0,0
continuing to be your daughter 😁,0,0,0,0,0,0,0,1,0,0
My daughter 💞,0,0,0,0,0,0,0,1,0,0
Butchers daughter,0,0,0,0,0,0,0,1,0,0
For being the best daughter cfa,0,0,0,0,0,0,0,1,0,0
A day early but I guess it’s national transfer money to your daughter day! ;),0,0,0,0,0,0,0,1,0,0
Transfer funds to your daughter day😉.Also helping at Dads.,0,0,0,0,0,0,0,1,0,0
Apparently today is National transfer $ to your daughter day.  So her day is your blessing too.,0,0,0,0,0,0,0,1,0,0
National Transfer Money to your daughters account Day!!! 👋🏼😍💙🤷🏼<U+200D>♀️🤩😙,0,0,0,0,0,0,0,1,0,0
Your daughter forgot her credit card,0,0,0,0,0,0,0,1,0,0
Hi there! I accidentally paid you last week! My daughter’s teacher has the same name as you so I paid the wrong person. Can you please pay it back to me? Thank you!!!,0,0,0,0,0,0,0,1,0,0
"On behalf of my daughter, Princess Meelie Wheelie!!",0,0,0,0,0,0,0,1,0,0
Raise a glass! Happy birthday daughter!,0,0,0,0,0,0,0,1,0,0
Being my daughter 😘💗,0,0,0,0,0,0,0,1,0,0
For being a decent daughter,0,0,0,0,0,0,0,1,0,0
🌶 with my drama queen daughter,0,0,0,0,0,0,0,1,0,0
I’m a bad daughter,0,0,0,0,0,0,0,1,0,0
your daughter being a safe driver🤩❤️,0,0,0,0,0,0,0,1,0,0
"Your daughter, she come to my house and kick my dog.",0,0,0,0,0,0,0,1,0,0
Car & favorite daughter fees,0,0,0,0,0,0,0,1,0,0
Hoping lots of smokin hot dads bring their teenage daughters to this concert. Happy Yom Kippur,0,0,0,0,0,0,0,1,0,0
For being the best daughter 🤩,0,0,0,0,0,0,0,1,0,0
Magali and her daughter,0,0,0,0,0,0,0,1,0,0
🐩s and daughter,0,0,0,0,0,0,0,1,0,0
For being the worst daughter ever,0,0,0,0,0,0,0,1,0,0
Good daughter,0,0,0,0,0,0,0,1,0,0
Cause my daughter is amazing,0,0,0,0,0,0,0,1,0,0
My daughters fundraiser,0,0,0,0,0,0,0,1,0,0
Being my fav daughter,0,0,0,0,0,0,0,1,0,0
Phone return and thanks. Your daughter is adorable. If both payments process put one in her college account. Many blessings to you and your family,0,0,0,0,0,0,0,1,0,0
School supplies for daughters,0,0,0,0,0,0,0,1,0,0
Bestest daughter evah,0,0,0,0,0,0,0,1,0,0
Being an awesome daughter 😘,0,0,0,0,0,0,0,1,0,0
Because your the best daughter ever!!!! 😂😂😘😘💗💗 love you,0,0,0,0,0,0,0,1,0,0
Ur a fantastic daughter 🌟🌟,0,0,0,0,0,0,0,1,0,0
Walks for our daughter,0,0,0,0,0,0,0,1,0,0
For my smart daughter,0,0,0,0,0,0,0,1,0,0
"Here's your dirty ransom, now give me back my daughter!!!",0,0,0,0,0,0,0,1,0,0
"This is for the Banquet on 8/17... the deposit includes myself, my sons mother and her daughter. My apologies for the delay.",0,0,0,0,0,0,0,1,0,0
To my daughter,0,0,0,0,0,0,0,1,0,0
Your daughter’s education,0,0,0,0,0,0,0,1,0,0
Being a great step daughter!!!😘,0,0,0,0,0,0,0,1,0,0
My best extra daughter!,0,0,0,0,0,0,0,1,0,0
God daughter 🐱 💓 🗻,0,0,0,0,0,0,0,1,0,0
Because you’re my beautiful daughter 😘,0,0,0,0,0,0,0,1,0,0
Being your daughter,0,0,0,0,0,0,0,1,0,0
"Picking up your daughter. I thought this was better than ""slaughtering your beef."" Whew, wouldn't that have been weird? You're welcome.",0,0,0,0,0,0,0,1,0,0
My daughter,0,0,0,0,0,0,0,1,0,0
"from me and my daughter, who introduced me to this podcast!",0,0,0,0,0,0,0,1,0,0
For David’s daughter,0,0,0,0,0,0,0,1,0,0
More daughter fees ❤️,0,0,0,0,0,0,0,1,0,0
Jeep tires! My daughter loves em 👍,0,0,0,0,0,0,0,1,0,0
Cindy's daughter's 🎁,0,0,0,0,0,0,0,1,0,0
My daughter’s sessions,0,0,0,0,0,0,0,1,0,0
Let’s hope for a daughter!! 🚼,0,0,0,0,0,0,0,1,0,0
Babysitting my terrorist daughter,0,0,0,0,0,0,0,1,0,0
Your daughters 📱💸,0,0,0,0,0,0,0,1,0,0
"Hello daughter, let me know when you get this please, I'm just testing to make sure this works Love, dad",0,0,0,0,0,0,0,1,0,0
My loving daughter,0,0,0,0,0,0,0,1,0,0
Because I’m a clumsy mother and my daughter supports it,0,0,0,0,0,0,0,1,0,0
"Happy Birthday Dad🎁🎉 from your son-in-law and daughter, Randy and Wendy❤️",0,0,0,0,0,0,0,1,0,0
"For your daughters, not you.",0,0,0,0,0,0,0,1,0,0
Your daughter was starving sorry,0,0,0,0,0,0,0,1,0,0
Thank you once again for bringing out the beautiful hair in my daughter Samantha! especially when you were in feeling well! Her hair looks amazing! 😘❤️,0,0,0,0,0,0,0,1,0,0
Being a good daughter 😂🙄😘,0,0,0,0,0,0,0,1,0,0
Monthly payment of being the best daughter ever,0,0,0,0,0,0,0,1,0,0
2 drinks butchers daughter,0,0,0,0,0,0,0,1,0,0
For your daughter,0,0,0,0,0,0,0,1,0,0
When your daughter has to fund your golf addiction,0,0,0,0,0,0,0,1,0,0
Our daughter 🦊,0,0,0,0,0,0,0,1,0,0
Best daughter in the 🌏,0,0,0,0,0,0,0,1,0,0
Tim’s daughter,0,0,0,0,0,0,0,1,0,0
For being a good daughter!,0,0,0,0,0,0,0,1,0,0
For being the best daughter ever,0,0,0,0,0,0,0,1,0,0
Just want to say thank you. The daughter and her friends had a great time.,0,0,0,0,0,0,0,1,0,0
Being the best daughter ever,0,0,0,0,0,0,0,1,0,0
Mommy and daughter 👭,0,0,0,0,0,0,0,1,0,0
food for my daughter,0,0,0,0,0,0,0,1,0,0
My daughter💜💜💜 :,0,0,0,0,0,0,0,1,0,0
Because she is my beautiful daughter!!,0,0,0,0,0,0,0,1,0,0
👚for daughters,0,0,0,0,0,0,0,1,0,0
Our daughter,0,0,0,0,0,0,0,1,0,0
I liked the movie but my daughter didn’t,0,0,0,0,0,0,0,1,0,0
Because Desirae can’t cook broccoli and do math (but I can be an English major and raise a daughter),0,0,0,0,0,0,0,1,0,0
Cause I love my daughter,0,0,0,0,0,0,0,1,0,0
Mother daughter cooking class,0,0,0,0,0,0,0,1,0,0
Being my daughter.,0,0,0,0,0,0,0,1,0,0
"For: Your daughter, because she is not as cool as you 😘 xo",0,0,0,0,0,0,0,1,0,0
My awesome lovely daughter of perfection!,0,0,0,0,0,0,0,1,0,0
Happy Birthday my precious daughter,0,0,0,0,0,0,0,1,0,0
I’m glad I’m your fav daughter,0,0,0,0,0,0,0,1,0,0
father daughter copay,0,0,0,0,0,0,0,1,0,0
Loverly daughter,0,0,0,0,0,0,0,1,0,0
For my daughter chris WEEK 6 GFFL HIGH SCORER,0,0,0,0,0,0,0,1,0,0
Great daughter,0,0,0,0,0,0,0,1,0,0
For being the best daughter EVER.,0,0,0,0,0,0,0,1,0,0
Constantly Fed-Exing daughters things.,0,0,0,0,0,0,0,1,0,0
Being an awesome daughter,0,0,0,0,0,0,0,1,0,0
A+ daughter 👧🏽,0,0,0,0,0,0,0,1,0,0
Being a good daughter,0,0,0,0,0,0,0,1,0,0
Being a great daughter 😉,0,0,0,0,0,0,0,1,0,0
For being the best daughter ever,0,0,0,0,0,0,0,1,0,0
"I'm sorry Ms. Jackson (woo) I am for real. Didn't mean to make ya daughter cry, I apologize a trillion times (here's ya 20)",0,0,0,0,0,0,0,1,0,0
Being the best daughter ever,0,0,0,0,0,0,0,1,0,0
For Ian’s daughter fund,0,0,0,0,0,0,0,1,0,0
mumford & daughters,0,0,0,0,0,0,0,1,0,0
Being an awesome daughter,0,0,0,0,0,0,0,1,0,0
National send daughter money day,0,0,0,0,0,0,0,1,0,0
Awesome daughter reward,0,0,0,0,0,0,0,1,0,0
Awesome daughter reward,0,0,0,0,0,0,0,1,0,0
Your a great daughter and an amazing mom,0,0,0,0,0,0,0,1,0,0
For my daughter’s well-being.,0,0,0,0,0,0,0,1,0,0
Being your favorite daughter ❤️,0,0,0,0,0,0,0,1,0,0
My loving daughter,0,0,0,0,0,0,0,1,0,0
Being the best daughter,0,0,0,0,0,0,0,1,0,0
Brothers sisters fathers mothers daughters sons,0,0,0,0,0,0,0,1,0,0
Just cause I’m blessed and PROUD you’re my daughter,0,0,0,0,0,0,0,1,0,0
"Hi, it’s Kyla’s Mom....... I’m bribing you to stop communicating with my daughter.....",0,0,0,0,0,0,0,1,0,0
Your daughter paying for me again🙄,0,0,0,0,0,0,0,1,0,0
Thanks for father daughter weekend,0,0,0,0,0,0,0,1,0,0
Father daughter square dance 💃👨<U+200D>👧,0,0,0,0,0,0,0,1,0,0
Vegas🍾 - butchers daughter 🍷,0,0,0,0,0,0,0,1,0,0
Putting with the Dean’s daughter,0,0,0,0,0,0,0,1,0,0
Donation to your daughter,0,0,0,0,0,0,0,1,0,0
My daughter,0,0,0,0,0,0,0,1,0,0
Thank u daughter,0,0,0,0,0,0,0,1,0,0
Pop sockets and being the best daughter ever. 🤗,0,0,0,0,0,0,0,1,0,0
Butchers daughter 🍷🍕,0,0,0,0,0,0,0,1,0,0
Russ and daughters,0,0,0,0,0,0,0,1,0,0
For my poor starving daughter,0,0,0,0,0,0,0,1,0,0
The fee thingy!! Also cant wait to room with your daughter AGAIN:),0,0,0,0,0,0,0,1,0,0
Cuz I love you!  Best daughter.,0,0,0,0,0,0,0,1,0,0
🍴Russ and daughter!,0,0,0,0,0,0,0,1,0,0
Make sure this goes to your daughter and not your beer funds!,0,0,0,0,0,0,0,1,0,0
Butcher’s daughter,0,0,0,0,0,0,0,1,0,0
Amanda (my daughter) craft night,0,0,0,0,0,0,0,1,0,0
For being ur favorite daughter,0,0,0,0,0,0,0,1,0,0
Stay away from my daughter,0,0,0,0,0,0,0,1,0,0
Being the best daughter in the world💕💕💕💕,0,0,0,0,0,0,0,1,0,0
best daughter tax :venmo_dollar:,0,0,0,0,0,0,0,1,0,0
My favorite daughter 💗,0,0,0,0,0,0,0,1,0,0
Ashton my irresponsible daughter who doesn’t take money with her to the Bengals game don’t buy beer with it!,0,0,0,0,0,0,0,1,0,0
🎂🎁   Happy birthday from Catherine and me to our favorite daughter-in-law!,0,0,0,0,0,0,0,1,0,0
For daughter,0,0,0,0,0,0,0,1,0,0
For being an awesome daughter,0,0,0,0,0,0,0,1,0,0
a mommy daughter date,0,0,0,0,0,0,0,1,0,0
for being my second favorite daughter💕,0,0,0,0,0,0,0,1,0,0
Helping your daughter and her friends try to get jobs by sending us to national conference.,0,0,0,0,0,0,0,1,0,0
For your wino daughter,0,0,0,0,0,0,0,1,0,0
Our daughter,0,0,0,0,0,0,0,1,0,0
For being best daughter ever!!!,0,0,0,0,0,0,0,1,0,0
Having a lovely daughter,0,0,0,0,0,0,0,1,0,0
👯<U+200D>♀️ Best daughters ever,0,0,0,0,0,0,0,1,0,0
Ur future daughter being a snack 🍫,0,0,0,0,0,0,0,1,0,0
"I have to buy some essentials from target, but I have no money so do you maybe want to help your broke daughter out?????🤞🏻🙏🏻😘",0,0,0,0,0,0,0,1,0,0
What are daughters for,0,0,0,0,0,0,0,1,0,0
Saida and daughter,0,0,0,0,0,0,0,1,0,0
my daughter school fees.,0,0,0,0,0,0,0,1,0,0
My daughter,0,0,0,0,0,0,0,1,0,0
Your daughter bought me a sweatshirt!!,0,0,0,0,0,0,0,1,0,0
Thanks for dicking down my daughter so that I know she’s not a racist,0,0,0,0,0,0,0,1,0,0
Best daughter ever,0,0,0,0,0,0,0,1,0,0
Because you’re a really good daughter,0,0,0,0,0,0,0,1,0,0
Father daughter 💃,0,0,0,0,0,0,0,1,0,0
Nothing but the best for our daughter,0,0,0,0,0,0,0,1,0,0
Favorite daughter annual fee😏,0,0,0,0,0,0,0,1,0,0
For being a wonderful daughter 💕,0,0,0,0,0,0,0,1,0,0
I accidentally paid you on Christmas Eve instead of my daughter - would very much appreciate the payment back!,0,0,0,0,0,0,0,1,0,0
Awesome daughter club membership dues.,0,0,0,0,0,0,0,1,0,0
being the best daughter ever,0,0,0,0,0,0,0,1,0,0
Being my dad’s gf’s daughter :),0,0,0,0,0,0,0,1,0,0
Father daughter dance.,0,0,0,0,0,0,0,1,0,0
Happy Valentine’s Day sweet sweet daughter of mine ❤️❤️❤️,0,0,0,0,0,0,0,1,0,0
Some allowance for my son 💯,0,0,0,0,0,0,0,1,0,0
greatest son ever!,0,0,0,0,0,0,0,1,0,0
Schwantes Family. Our thoughts and prayers are with them and wish their son a great recovery.,0,0,0,0,0,0,0,1,0,0
No way! Estos son regalitos,0,0,0,0,0,0,0,1,0,0
Watching my sweet son ❤️,0,0,0,0,0,0,0,1,0,0
For my son and sisters food,0,0,0,0,0,0,0,1,0,0
For putting up with my cheap son :) go get a little treat.,0,0,0,0,0,0,0,1,0,0
For my lovely and handsome son ❤️😘😊,0,0,0,0,0,0,0,1,0,0
Ben son 🐕,0,0,0,0,0,0,0,1,0,0
#1 son :venmo_dollar:,0,0,0,0,0,0,0,1,0,0
Being the best son ever,0,0,0,0,0,0,0,1,0,0
"SOREY, se me olvida que son países y economías distintas JAJAJAJAJ te amo bye",0,0,0,0,0,0,0,1,0,0
~ have a blessed day son ~,0,0,0,0,0,0,0,1,0,0
Being the favorite son isn’t cheap,0,0,0,0,0,0,0,1,0,0
This amount is for my dear younger son with much :candy_heart:,0,0,0,0,0,0,0,1,0,0
Don’t be frontin son no seeds on the bun,0,0,0,0,0,0,0,1,0,0
Extra shot son 🥃,0,0,0,0,0,0,0,1,0,0
Good son tax,0,0,0,0,0,0,0,1,0,0
My son 🐈,0,0,0,0,0,0,0,1,0,0
Dad/ son stuff,0,0,0,0,0,0,0,1,0,0
Sending my son money,0,0,0,0,0,0,0,1,0,0
for being a fabulous son and putting up with a lame mom - who loves you lots!,0,0,0,0,0,0,0,1,0,0
I love u son everything is going to be ok this battle is not urs let go and let god,0,0,0,0,0,0,0,1,0,0
Bc you’re the best son on the planet,0,0,0,0,0,0,0,1,0,0
Daycare for my son 🐶🐶,0,0,0,0,0,0,0,1,0,0
Trials and tribulations of my son driving me nuts,0,0,0,0,0,0,0,1,0,0
My son ain't playin no foooosbOl mista coach Klein,0,0,0,0,0,0,0,1,0,0
My son chothes,0,0,0,0,0,0,0,1,0,0
"And then my son Gabriel , barged in the 🚪",0,0,0,0,0,0,0,1,0,0
"In the name of the Father, the son and the Holy Spirit, ramen",0,0,0,0,0,0,0,1,0,0
My son is a cop,0,0,0,0,0,0,0,1,0,0
"In humble spirits and quickened generosity, I do this in order to show that I am a giver. Although this is required of me, I do it as though it is not, which somehow makes me look better in the public square. All in all, from son to mother for the sake of the good.",0,0,0,0,0,0,0,1,0,0
"3 tickets to Mother & son night out for Hayden, Gavin and Kimberly Grimes.",0,0,0,0,0,0,0,1,0,0
"My son eats a lot, figured you may need more money. All he keeps talking about is Blacks BBQ",0,0,0,0,0,0,0,1,0,0
Food. Be safe son !!!,0,0,0,0,0,0,0,1,0,0
Your son threw a crayon at me,0,0,0,0,0,0,0,1,0,0
Watching my son 🐶 half now half later,0,0,0,0,0,0,0,1,0,0
Money for my son 150$- feed and shipping =130$,0,0,0,0,0,0,0,1,0,0
Being a good son that pays back,0,0,0,0,0,0,0,1,0,0
Happy belated you son of a gun,0,0,0,0,0,0,0,1,0,0
Being a badass son ❤,0,0,0,0,0,0,0,1,0,0
Eso son Reebok o son Nike,0,0,0,0,0,0,0,1,0,0
Being the cutest son of a b****,0,0,0,0,0,0,0,1,0,0
For being a better son than @Hunter_Dance,0,0,0,0,0,0,0,1,0,0
My son didn’t make the team and I can’t cope,0,0,0,0,0,0,0,1,0,0
Jamey son 🍸,0,0,0,0,0,0,0,1,0,0
Don’t speak to me or my son ever again.,0,0,0,0,0,0,0,1,0,0
Dam son house,0,0,0,0,0,0,0,1,0,0
Damn son where’d u find this,0,0,0,0,0,0,0,1,0,0
son son 🥤💍,0,0,0,0,0,0,0,1,0,0
Father son bonding,0,0,0,0,0,0,0,1,0,0
I am the son you never had,0,0,0,0,0,0,0,1,0,0
Don’t ever Venmo me or my son ever again,0,0,0,0,0,0,0,1,0,0
Taxi son aqui,0,0,0,0,0,0,0,1,0,0
1 million retweets and I’ll name my son Goku,0,0,0,0,0,0,0,1,0,0
Taxi son aqui,0,0,0,0,0,0,0,1,0,0
Don’t talk to me or my son ever again.,0,0,0,0,0,0,0,1,0,0
be fed my son !!!,0,0,0,0,0,0,0,1,0,0
rent room for my son august,0,0,0,0,0,0,0,1,0,0
Mother son 🎥,0,0,0,0,0,0,0,1,0,0
Cause your son loves you,0,0,0,0,0,0,0,1,0,0
Son son - the mozzies,0,0,0,0,0,0,0,1,0,0
Gracias son 💗,0,0,0,0,0,0,0,1,0,0
For being a bastard son of satan,0,0,0,0,0,0,0,1,0,0
pls bring my son home 😔🤟🏽,0,0,0,0,0,0,0,1,0,0
Thank you son I appreciated,0,0,0,0,0,0,0,1,0,0
You’re welcome son 💕,0,0,0,0,0,0,0,1,0,0
P son night bro,0,0,0,0,0,0,0,1,0,0
"Abel son $110 un poco mas de lo que paga vitesse, Peru me tenias $20 pasados, pero como me ayudaste te estoy pagando $100",0,0,0,0,0,0,0,1,0,0
Tattoos for son Names,0,0,0,0,0,0,0,1,0,0
🍕🌮🍟🌯🥨🥚🍗🍡 for my other son and a 🍷for you. 😘,0,0,0,0,0,0,0,1,0,0
Lovely Martha. Father son discount,0,0,0,0,0,0,0,1,0,0
Hi son I give u $20 for coffee😄,0,0,0,0,0,0,0,1,0,0
"Hi Karim, please pass these funds on to my son Brian thank you so very much. Looking forward to meeting you one day hopefully.",0,0,0,0,0,0,0,1,0,0
Best son award,0,0,0,0,0,0,0,1,0,0
Don’t ever talk to me or my son again,0,0,0,0,0,0,0,1,0,0
eat up son nobody goes to bed hungry in this household,0,0,0,0,0,0,0,1,0,0
Cuz our son can't buy his mom and pops Chipotle,0,0,0,0,0,0,0,1,0,0
Happy Birthday to you  🎶 Happy Birthday to you 🎼! I can’t believe my beautiful son is 23😘😳❤️ Love Mom & Dad,0,0,0,0,0,0,0,1,0,0
Stay at home son paycheck,0,0,0,0,0,0,0,1,0,0
Father son bonding,0,0,0,0,0,0,0,1,0,0
Father son get away,0,0,0,0,0,0,0,1,0,0
"Bill, son of Telephon",0,0,0,0,0,0,0,1,0,0
Hi son give u $20  for testing I just set up Venmo 😄😄,0,0,0,0,0,0,0,1,0,0
Hi son i just set up Venmo give u $20 for testing 😄😄,0,0,0,0,0,0,0,1,0,0
take your son out,0,0,0,0,0,0,0,1,0,0
Doing your son duties 😎,0,0,0,0,0,0,0,1,0,0
My son dylan,0,0,0,0,0,0,0,1,0,0
just mom & son things,0,0,0,0,0,0,0,1,0,0
Sandbagging son of a,0,0,0,0,0,0,0,1,0,0
Pool for me and my son for next 4 weeks,0,0,0,0,0,0,0,1,0,0
"For the best grandson, son 🚕",0,0,0,0,0,0,0,1,0,0
that’s your son marie,0,0,0,0,0,0,0,1,0,0
my son 🤷🏻<U+200D>♂️,0,0,0,0,0,0,0,1,0,0
Your son kito’s rent 🏠💸,0,0,0,0,0,0,0,1,0,0
Being an awesome son and brother!,0,0,0,0,0,0,0,1,0,0
Never speak to me or my son again!,0,0,0,0,0,0,0,1,0,0
Happy early bday son it’s not too much but I hope it helps a little. Love you,0,0,0,0,0,0,0,1,0,0
Got you son love you,0,0,0,0,0,0,0,1,0,0
For raising an amazing son and Tamales,0,0,0,0,0,0,0,1,0,0
😛candy for your son ♥️🌟🤗,0,0,0,0,0,0,0,1,0,0
Happy birthday son 🎂🍺🎁🍾😄,0,0,0,0,0,0,0,1,0,0
To buy groceries for my son Mateo Arnaiz,0,0,0,0,0,0,0,1,0,0
Dub house son 🍻,0,0,0,0,0,0,0,1,0,0
Apparently being a son costs money 🤣,0,0,0,0,0,0,0,1,0,0
Being the best son ever.,0,0,0,0,0,0,0,1,0,0
Naw son I’m daddy,0,0,0,0,0,0,0,1,0,0
My son Noah’s Expense,0,0,0,0,0,0,0,1,0,0
College expenses /payback/ love you son ❤️,0,0,0,0,0,0,0,1,0,0
Mom and son salon date,0,0,0,0,0,0,0,1,0,0
Mother son dance 🎟 🎟 Tati needs :venmo:,0,0,0,0,0,0,0,1,0,0
Best son ever💗,0,0,0,0,0,0,0,1,0,0
Taking my son to the vet,0,0,0,0,0,0,0,1,0,0
Large adult son + tiny dino support,0,0,0,0,0,0,0,1,0,0
For being the best 15 year old son EVER!!,0,0,0,0,0,0,0,1,0,0
Love you son 😍💋😍💋,0,0,0,0,0,0,0,1,0,0
Because you’re the best son ever!:festival_beer:,0,0,0,0,0,0,0,1,0,0
For being a better son than my other two,0,0,0,0,0,0,0,1,0,0
Wangz son 🍗,0,0,0,0,0,0,0,1,0,0
Our puppy son 🐾,0,0,0,0,0,0,0,1,0,0
It's Betty you son of a pig. The name's Betty.,0,0,0,0,0,0,0,1,0,0
Being the bestest son 🙏🔥🎂,0,0,0,0,0,0,0,1,0,0
Bowling!! You son of a gun!😐 lol,0,0,0,0,0,0,0,1,0,0
Best son i could ask for,0,0,0,0,0,0,0,1,0,0
Your son !!!,0,0,0,0,0,0,0,1,0,0
doc and Austin rivers father son counseling,0,0,0,0,0,0,0,1,0,0
Candy bar for your son to win some ridiculous prize at school.,0,0,0,0,0,0,0,1,0,0
Thank you so much for cat sitting and the video that our son (and we!) has enjoyed to NO end!!! Hedda and Ben,0,0,0,0,0,0,0,1,0,0
Damn son (idk,0,0,0,0,0,0,0,1,0,0
Here is the security dept. have a great school year. Sorry for the delay my son was having a bad night,0,0,0,0,0,0,0,1,0,0
Drake and migos son #Vegas,0,0,0,0,0,0,0,1,0,0
Our son + get some coffee or somethin’ ❤️,0,0,0,0,0,0,0,1,0,0
Tattoo funds. Love you son ❤️,0,0,0,0,0,0,0,1,0,0
"The hand of your son Cory, in marriage",0,0,0,0,0,0,0,1,0,0
i can’t wait to go on my date with the uber drivers son 😍,0,0,0,0,0,0,0,1,0,0
Being the greatest son I’ve ever had.,0,0,0,0,0,0,0,1,0,0
You party boy son of a gun,0,0,0,0,0,0,0,1,0,0
On the condition that my son still loves me more than you when I return,0,0,0,0,0,0,0,1,0,0
Here u go son maybe next month u could pay me back 👍🏼,0,0,0,0,0,0,0,1,0,0
Allowance/being a good son 😊,0,0,0,0,0,0,0,1,0,0
we have a son now,0,0,0,0,0,0,0,1,0,0
"Help son with car note, hope you remember our deal and honor it.",0,0,0,0,0,0,0,1,0,0
my son + 🚙,0,0,0,0,0,0,0,1,0,0
Lunch on me today son bless up🙏,0,0,0,0,0,0,0,1,0,0
Being the best son ever in the history of the world!,0,0,0,0,0,0,0,1,0,0
Los 12.50 son para mi ama,0,0,0,0,0,0,0,1,0,0
My son needs a haircut and food 👨🏻,0,0,0,0,0,0,0,1,0,0
Em gởi tặng xà lách son 8.......,0,0,0,0,0,0,0,1,0,0
Taking care of my lil son 🐰🐰🐰🐰,0,0,0,0,0,0,0,1,0,0
photographer fees for the UGA son photoshoot,0,0,0,0,0,0,0,1,0,0
Reading the Bible to my illegitate son son,0,0,0,0,0,0,0,1,0,0
Sup son go buy yourself some nice clothes or something :rocket_popsicle:,0,0,0,0,0,0,0,1,0,0
"Thanks son , I love y’all",0,0,0,0,0,0,0,1,0,0
Being a good son :),0,0,0,0,0,0,0,1,0,0
Los 🚬 son mas baratos,0,0,0,0,0,0,0,1,0,0
Reiki session & card reading for my son Michael. Thank you soo much . Love you,0,0,0,0,0,0,0,1,0,0
Thanks son 🙏🏼🤙🏼🤞🏼✊🏼,0,0,0,0,0,0,0,1,0,0
my son has returned,0,0,0,0,0,0,0,1,0,0
Youngest son tax,0,0,0,0,0,0,0,1,0,0
Child support~for our son Charlie❤️,0,0,0,0,0,0,0,1,0,0
Love you son ill send more,0,0,0,0,0,0,0,1,0,0
Teas son teas,0,0,0,0,0,0,0,1,0,0
you kiss your son on the mouth like Tom Brady,0,0,0,0,0,0,0,1,0,0
my son 🤝,0,0,0,0,0,0,0,1,0,0
Sorry this is for the butchers son appetizer!!!(:,0,0,0,0,0,0,0,1,0,0
Look son a whole 💵,0,0,0,0,0,0,0,1,0,0
My son dues,0,0,0,0,0,0,0,1,0,0
Saving my son from war,0,0,0,0,0,0,0,1,0,0
Sick husband and son Amazon movie. Ant man2,0,0,0,0,0,0,0,1,0,0
Adopted son duties,0,0,0,0,0,0,0,1,0,0
Love you son 😘,0,0,0,0,0,0,0,1,0,0
Just a little something for you to celebrate your birthday!! I’m so thankful to have you as my son in law! You’re truly a blessing! Love you!,0,0,0,0,0,0,0,1,0,0
Our gross son 🐱,0,0,0,0,0,0,0,1,0,0
Best looking son tax,0,0,0,0,0,0,0,1,0,0
For J Dawg son fundraising,0,0,0,0,0,0,0,1,0,0
"No son tuyos, son de Alba!",0,0,0,0,0,0,0,1,0,0
Food son of Butcher,0,0,0,0,0,0,0,1,0,0
Here you go l love you son hope it helps,0,0,0,0,0,0,0,1,0,0
Deia’s son Michael.  Their family is in my prayers.,0,0,0,0,0,0,0,1,0,0
